SSC_NAME16	LabourForceStatus	persons
Baradine	Unemployed (looking for work)	26
Barangaroo	Employed (full-time)	66
Barangaroo	Employed (part-time)	13
Barangaroo	Not in the labour force	25
Barden Ridge	Employed (away from work)	89
Barden Ridge	Employed (full-time)	1601
Barden Ridge	Employed (part-time)	834
Barden Ridge	Not in the labour force	803
Barden Ridge	Unemployed (looking for work)	89
Bardia	Employed (away from work)	41
Bardia	Employed (full-time)	598
Bardia	Employed (part-time)	180
Bardia	Not in the labour force	206
Bardia	Unemployed (looking for work)	58
Bardwell Park	Employed (away from work)	41
Bardwell Park	Employed (full-time)	763
Bardwell Park	Employed (part-time)	342
Bardwell Park	Not in the labour force	576
Bardwell Park	Unemployed (looking for work)	52
Bardwell Valley	Employed (away from work)	57
Bardwell Valley	Employed (full-time)	685
Bardwell Valley	Employed (part-time)	319
Bardwell Valley	Not in the labour force	670
Bardwell Valley	Unemployed (looking for work)	70
Barellan	Employed (away from work)	11
Barellan	Employed (full-time)	157
Barellan	Employed (part-time)	56
Barellan	Not in the labour force	157
Barellan	Unemployed (looking for work)	5
Bargo	Employed (away from work)	124
Bargo	Employed (full-time)	1306
Bargo	Employed (part-time)	591
Bargo	Not in the labour force	1168
Bargo	Unemployed (looking for work)	103
Barham	Employed (away from work)	38
Barham	Employed (full-time)	330
Barham	Employed (part-time)	211
Barham	Not in the labour force	584
Barham	Unemployed (looking for work)	21
Barigan	Not in the labour force	5
Barkers Vale	Employed (away from work)	8
Barkers Vale	Employed (full-time)	27
Barkers Vale	Employed (part-time)	31
Barkers Vale	Not in the labour force	53
Barkers Vale	Unemployed (looking for work)	5
Barmedman	Employed (away from work)	4
Barmedman	Employed (full-time)	89
Barmedman	Employed (part-time)	45
Barmedman	Not in the labour force	167
Barmedman	Unemployed (looking for work)	19
Barnsley	Employed (away from work)	50
Barnsley	Employed (full-time)	524
Barnsley	Employed (part-time)	279
Barnsley	Not in the labour force	428
Barnsley	Unemployed (looking for work)	76
Barooga	Employed (away from work)	71
Barooga	Employed (full-time)	442
Barooga	Employed (part-time)	259
Barooga	Not in the labour force	539
Barooga	Unemployed (looking for work)	41
Barraba	Employed (away from work)	35
Barraba	Employed (full-time)	242
Barraba	Employed (part-time)	139
Barraba	Not in the labour force	628
Barraba	Unemployed (looking for work)	45
Barrack Heights	Employed (away from work)	131
Barrack Heights	Employed (full-time)	1351
Barrack Heights	Employed (part-time)	819
Barrack Heights	Not in the labour force	1995
Barrack Heights	Unemployed (looking for work)	202
Barrack Point	Employed (away from work)	16
Barrack Point	Employed (full-time)	177
Barrack Point	Employed (part-time)	104
Barrack Point	Not in the labour force	200
Barrack Point	Unemployed (looking for work)	11
Barraganyatti	Employed (away from work)	7
Barraganyatti	Employed (full-time)	23
Barraganyatti	Employed (part-time)	24
Barraganyatti	Not in the labour force	61
Barragga Bay	Employed (away from work)	5
Barragga Bay	Employed (full-time)	15
Barragga Bay	Employed (part-time)	22
Barragga Bay	Not in the labour force	34
Barragga Bay	Unemployed (looking for work)	3
Barrengarry	Employed (away from work)	4
Barrengarry	Employed (full-time)	47
Barrengarry	Employed (part-time)	36
Barrengarry	Not in the labour force	41
Barretts Creek	Employed (full-time)	4
Barringella	Employed (full-time)	11
Barringella	Employed (part-time)	4
Barringella	Not in the labour force	10
Barrington (NSW)	Employed (away from work)	13
Barrington (NSW)	Employed (full-time)	74
Barrington (NSW)	Employed (part-time)	57
Barrington (NSW)	Not in the labour force	154
Barrington (NSW)	Unemployed (looking for work)	5
Barry (Blayney - NSW)	Employed (away from work)	4
Barry (Blayney - NSW)	Employed (full-time)	39
Barry (Blayney - NSW)	Employed (part-time)	22
Barry (Blayney - NSW)	Not in the labour force	38
Barry (Blayney - NSW)	Unemployed (looking for work)	3
Barwang	Employed (full-time)	34
Barwang	Employed (part-time)	16
Barwang	Not in the labour force	13
Barwon	Employed (away from work)	3
Barwon	Employed (full-time)	8
Barwon	Employed (part-time)	3
Barwon	Not in the labour force	10
Barwon	Unemployed (looking for work)	4
Baryulgil	Employed (full-time)	9
Baryulgil	Employed (part-time)	6
Baryulgil	Not in the labour force	41
Baryulgil	Unemployed (looking for work)	3
Basin View	Employed (away from work)	35
Basin View	Employed (full-time)	325
Basin View	Employed (part-time)	214
Basin View	Not in the labour force	532
Basin View	Unemployed (looking for work)	43
Bass Hill	Employed (away from work)	227
Bass Hill	Employed (full-time)	2017
Bass Hill	Employed (part-time)	1044
Bass Hill	Not in the labour force	3065
Bass Hill	Unemployed (looking for work)	338
Bassendean (NSW)	Employed (part-time)	3
Batar Creek	Employed (away from work)	4
Batar Creek	Employed (full-time)	10
Batar Creek	Employed (part-time)	11
Batar Creek	Not in the labour force	25
Batar Creek	Unemployed (looking for work)	3
Bateau Bay	Employed (away from work)	292
Bateau Bay	Employed (full-time)	2959
Bateau Bay	Employed (part-time)	1885
Bateau Bay	Not in the labour force	3893
Bateau Bay	Unemployed (looking for work)	309
Batehaven	Employed (away from work)	36
Batehaven	Employed (full-time)	284
Batehaven	Employed (part-time)	267
Batehaven	Not in the labour force	692
Batehaven	Unemployed (looking for work)	73
Batemans Bay	Employed (away from work)	32
Batemans Bay	Employed (full-time)	192
Batemans Bay	Employed (part-time)	190
Batemans Bay	Not in the labour force	690
Batemans Bay	Unemployed (looking for work)	64
Bathampton	Employed (full-time)	13
Bathampton	Employed (part-time)	7
Bathampton	Not in the labour force	9
Bathurst	Employed (away from work)	172
Bathurst	Employed (full-time)	1893
Bathurst	Employed (part-time)	1099
Bathurst	Not in the labour force	2061
Bathurst	Unemployed (looking for work)	273
Batlow	Employed (away from work)	59
Batlow	Employed (full-time)	320
Batlow	Employed (part-time)	168
Batlow	Not in the labour force	437
Batlow	Unemployed (looking for work)	28
Baulkham Hills	Employed (away from work)	802
Baulkham Hills	Employed (full-time)	12097
Baulkham Hills	Employed (part-time)	5592
Baulkham Hills	Not in the labour force	8793
Baulkham Hills	Unemployed (looking for work)	959
Baw Baw (NSW)	Employed (full-time)	72
Baw Baw (NSW)	Employed (part-time)	43
Baw Baw (NSW)	Not in the labour force	74
Bawley Point	Employed (away from work)	22
Bawley Point	Employed (full-time)	111
Bawley Point	Employed (part-time)	120
Bawley Point	Not in the labour force	281
Bawley Point	Unemployed (looking for work)	21
Bayview (NSW)	Employed (away from work)	62
Bayview (NSW)	Employed (full-time)	812
Bayview (NSW)	Employed (part-time)	559
Bayview (NSW)	Not in the labour force	1434
Bayview (NSW)	Unemployed (looking for work)	53
Beacon Hill	Employed (away from work)	170
Beacon Hill	Employed (full-time)	2360
Beacon Hill	Employed (part-time)	1331
Beacon Hill	Not in the labour force	1662
Beacon Hill	Unemployed (looking for work)	145
Beaconsfield (NSW)	Employed (away from work)	24
Beaconsfield (NSW)	Employed (full-time)	488
Beaconsfield (NSW)	Employed (part-time)	156
Beaconsfield (NSW)	Not in the labour force	130
Beaconsfield (NSW)	Unemployed (looking for work)	12
Bean Creek	Employed (full-time)	15
Bean Creek	Employed (part-time)	5
Bean Creek	Not in the labour force	33
Bearbong	Employed (away from work)	3
Bearbong	Employed (full-time)	32
Bearbong	Employed (part-time)	7
Bearbong	Not in the labour force	7
Beaumont (NSW)	Employed (away from work)	8
Beaumont (NSW)	Employed (full-time)	27
Beaumont (NSW)	Employed (part-time)	24
Beaumont (NSW)	Not in the labour force	35
Beaumont (NSW)	Unemployed (looking for work)	5
Beaumont Hills	Employed (away from work)	180
Beaumont Hills	Employed (full-time)	3173
Beaumont Hills	Employed (part-time)	1369
Beaumont Hills	Not in the labour force	1606
Beaumont Hills	Unemployed (looking for work)	209
Beckom	Employed (away from work)	7
Beckom	Employed (full-time)	38
Beckom	Employed (part-time)	12
Beckom	Not in the labour force	25
Beckom	Unemployed (looking for work)	4
Bective	Employed (away from work)	10
Bective	Employed (full-time)	74
Bective	Employed (part-time)	28
Bective	Not in the labour force	49
Bectric	Employed (full-time)	11
Bectric	Employed (part-time)	9
Bectric	Not in the labour force	14
Bedgerabong	Employed (away from work)	11
Bedgerabong	Employed (full-time)	45
Bedgerabong	Employed (part-time)	19
Bedgerabong	Not in the labour force	24
Bedgerabong	Unemployed (looking for work)	7
Beechwood	Employed (away from work)	14
Beechwood	Employed (full-time)	128
Beechwood	Employed (part-time)	104
Beechwood	Not in the labour force	189
Beechwood	Unemployed (looking for work)	23
Beecroft	Employed (away from work)	157
Beecroft	Employed (full-time)	2813
Beecroft	Employed (part-time)	1561
Beecroft	Not in the labour force	2470
Beecroft	Unemployed (looking for work)	189
Beelbangera	Employed (away from work)	19
Beelbangera	Employed (full-time)	130
Beelbangera	Employed (part-time)	55
Beelbangera	Not in the labour force	101
Beelbangera	Unemployed (looking for work)	8
Beemunnel	Employed (full-time)	3
Beemunnel	Not in the labour force	5
Bega	Employed (away from work)	117
Bega	Employed (full-time)	1026
Bega	Employed (part-time)	710
Bega	Not in the labour force	1519
Bega	Unemployed (looking for work)	121
Beggan Beggan	Employed (full-time)	35
Beggan Beggan	Employed (part-time)	18
Beggan Beggan	Not in the labour force	3
Belanglo	Employed (full-time)	9
Belanglo	Employed (part-time)	3
Belanglo	Not in the labour force	3
Belbora	Employed (away from work)	3
Belbora	Employed (full-time)	29
Belbora	Employed (part-time)	21
Belbora	Not in the labour force	32
Belbora	Unemployed (looking for work)	3
Belfield	Employed (away from work)	140
Belfield	Employed (full-time)	1751
Belfield	Employed (part-time)	871
Belfield	Not in the labour force	1920
Belfield	Unemployed (looking for work)	148
Belford	Employed (away from work)	11
Belford	Employed (full-time)	51
Belford	Employed (part-time)	31
Belford	Not in the labour force	28
Belford	Unemployed (looking for work)	4
Belfrayden	Employed (full-time)	3
Belfrayden	Not in the labour force	9
Belgravia	Employed (away from work)	3
Belgravia	Employed (full-time)	43
Belgravia	Employed (part-time)	17
Belgravia	Not in the labour force	19
Belgravia	Unemployed (looking for work)	3
Belimbla Park	Employed (away from work)	19
Belimbla Park	Employed (full-time)	199
Belimbla Park	Employed (part-time)	88
Belimbla Park	Not in the labour force	126
Belimbla Park	Unemployed (looking for work)	7
Bell (NSW)	Employed (full-time)	6
Bell (NSW)	Employed (part-time)	6
Bell (NSW)	Not in the labour force	31
Bell (NSW)	Unemployed (looking for work)	3
Bella Vista	Employed (away from work)	162
Bella Vista	Employed (full-time)	2807
Bella Vista	Employed (part-time)	1247
Bella Vista	Not in the labour force	1740
Bella Vista	Unemployed (looking for work)	257
Bellambi	Employed (away from work)	95
Bellambi	Employed (full-time)	832
Bellambi	Employed (part-time)	534
Bellambi	Not in the labour force	1425
Bellambi	Unemployed (looking for work)	172
Bellangry	Employed (full-time)	25
Bellangry	Employed (part-time)	20
Bellangry	Not in the labour force	30
Bellangry	Unemployed (looking for work)	4
Bellata	Employed (away from work)	12
Bellata	Employed (full-time)	98
Bellata	Employed (part-time)	50
Bellata	Not in the labour force	65
Bellata	Unemployed (looking for work)	10
Bellawongarah	Employed (away from work)	4
Bellawongarah	Employed (full-time)	19
Bellawongarah	Employed (part-time)	21
Bellawongarah	Not in the labour force	47
Bellbird	Employed (away from work)	53
Bellbird	Employed (full-time)	483
Bellbird	Employed (part-time)	264
Bellbird	Not in the labour force	603
Bellbird	Unemployed (looking for work)	72
Bellbird Heights	Employed (away from work)	22
Bellbird Heights	Employed (full-time)	204
Bellbird Heights	Employed (part-time)	119
Bellbird Heights	Not in the labour force	234
Bellbird Heights	Unemployed (looking for work)	27
Bellbrook	Employed (away from work)	11
Bellbrook	Employed (full-time)	48
Bellbrook	Employed (part-time)	25
Bellbrook	Not in the labour force	126
Bellbrook	Unemployed (looking for work)	8
Bellevue Hill	Employed (away from work)	230
Bellevue Hill	Employed (full-time)	3660
Bellevue Hill	Employed (part-time)	1577
Bellevue Hill	Not in the labour force	2412
Bellevue Hill	Unemployed (looking for work)	196
Bellimbopinni	Employed (away from work)	3
Bellimbopinni	Employed (full-time)	26
Bellimbopinni	Employed (part-time)	24
Bellimbopinni	Not in the labour force	26
Bellimbopinni	Unemployed (looking for work)	4
Bellingen	Employed (away from work)	70
Bellingen	Employed (full-time)	682
Bellingen	Employed (part-time)	688
Bellingen	Not in the labour force	1204
Bellingen	Unemployed (looking for work)	106
Bellmount Forest	Employed (away from work)	5
Bellmount Forest	Employed (full-time)	50
Bellmount Forest	Employed (part-time)	18
Bellmount Forest	Not in the labour force	18
Bellmount Forest	Unemployed (looking for work)	3
Belltrees	Employed (full-time)	11
Belltrees	Employed (part-time)	7
Belltrees	Not in the labour force	4
Belmont (NSW)	Employed (away from work)	146
Belmont (NSW)	Employed (full-time)	1666
Belmont (NSW)	Employed (part-time)	1042
Belmont (NSW)	Not in the labour force	2567
Belmont (NSW)	Unemployed (looking for work)	242
Belmont North	Employed (away from work)	135
Belmont North	Employed (full-time)	1686
Belmont North	Employed (part-time)	963
Belmont North	Not in the labour force	1779
Belmont North	Unemployed (looking for work)	224
Belmont South	Employed (away from work)	23
Belmont South	Employed (full-time)	245
Belmont South	Employed (part-time)	153
Belmont South	Not in the labour force	372
Belmont South	Unemployed (looking for work)	57
Belmore	Employed (away from work)	309
Belmore	Employed (full-time)	3209
Belmore	Employed (part-time)	1699
Belmore	Not in the labour force	4128
Belmore	Unemployed (looking for work)	480
Belmore River	Employed (away from work)	15
Belmore River	Employed (full-time)	72
Belmore River	Employed (part-time)	33
Belmore River	Not in the labour force	84
Belmore River	Unemployed (looking for work)	6
Beloka	Employed (away from work)	3
Beloka	Employed (full-time)	12
Beloka	Employed (part-time)	3
Belowra	Employed (part-time)	3
Belowra	Not in the labour force	8
Belrose	Employed (away from work)	179
Belrose	Employed (full-time)	2334
Belrose	Employed (part-time)	1412
Belrose	Not in the labour force	2656
Belrose	Unemployed (looking for work)	158
Bemboka	Employed (away from work)	16
Bemboka	Employed (full-time)	118
Bemboka	Employed (part-time)	92
Bemboka	Not in the labour force	199
Bemboka	Unemployed (looking for work)	15
Ben Bullen	Employed (full-time)	30
Ben Bullen	Employed (part-time)	13
Ben Bullen	Not in the labour force	23
Ben Lomond (NSW)	Employed (away from work)	5
Ben Lomond (NSW)	Employed (full-time)	52
Ben Lomond (NSW)	Employed (part-time)	16
Ben Lomond (NSW)	Not in the labour force	36
Benandarah	Employed (full-time)	23
Benandarah	Employed (part-time)	17
Benandarah	Not in the labour force	59
Benandarah	Unemployed (looking for work)	3
Bendalong	Employed (away from work)	3
Bendalong	Employed (full-time)	9
Bendalong	Employed (part-time)	17
Bendalong	Not in the labour force	39
Bendalong	Unemployed (looking for work)	5
Bendemeer	Employed (away from work)	11
Bendemeer	Employed (full-time)	141
Bendemeer	Employed (part-time)	67
Bendemeer	Not in the labour force	138
Bendemeer	Unemployed (looking for work)	14
Bendick Murrell	Employed (away from work)	4
Bendick Murrell	Employed (full-time)	40
Bendick Murrell	Employed (part-time)	24
Bendick Murrell	Not in the labour force	51
Bendick Murrell	Unemployed (looking for work)	3
Bendolba	Employed (away from work)	4
Bendolba	Employed (full-time)	38
Bendolba	Employed (part-time)	30
Bendolba	Not in the labour force	67
Bendolba	Unemployed (looking for work)	7
Bendoura	Employed (full-time)	21
Bendoura	Employed (part-time)	12
Bendoura	Not in the labour force	12
Benerembah	Employed (away from work)	5
Benerembah	Employed (full-time)	35
Benerembah	Employed (part-time)	14
Benerembah	Not in the labour force	14
